Auction ID/CIN/LLPIN,Bank/Organisation Name,Location-City/District/address,_Auction date,_Last Date of EMD Submission,_Reserve Price,EMD Amount,Nature of Assets,Details URL,Auction Notice URL,Source
U21015PB1996PTC019227,Saber Paper Boards Private Limited,"Ludhiana, Punjab",19-01-2022,17-01-2022,117311000.0,11731000.0,"Corrugate Box Unit Land (comprised in title deeds listed hereunder) & Building (including structure and sheds) and Entire Plant & Machinery of Corrugated Box Unit of Saber Paper Boards Pvt. Ltd. at village Gaunspur, Ludhiana, Punjab – 141011 Deed No. Extent of Land 14331 57 Kanal and 17 Marla TOTAL 57 Kanal and 17 Marla",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640771914_613.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-29-152834-kgmn4-ad4c9c897eb8247dfc9144d363e61e33.pdf,IBBI_Auctions
U21015PB1996PTC019227,Saber Paper Boards Private Limited,"Ludhiana, Punjab",19-01-2022,17-01-2022,86767000.0,8676000.0,"Land and Building – Corrugated Box Unit Land (comprised in title deeds listed hereunder) & Building (including structure and sheds) of Corrugated Box Unit of Saber Paper Boards Pvt. Ltd. at village Gaunspur, Ludhiana, Punjab – 141011 Deed No. Extent of Land 14331 57 Kanal and 17 Marla TOTAL 57 Kanal and 17 Marla",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640772055_614.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-29-153055-pmiga-ad4c9c897eb8247dfc9144d363e61e33.pdf,IBBI_Auctions
U21015PB1996PTC019227,Saber Paper Boards Private Limited,"Ludhiana, Punjab",19-01-2022,17-01-2022,30544000.0,3054000.0,"Plant and Machinery – Corrugated Box Unit Entire Plant & Machinery of Corrugated Box Unit of Saber Paper Boards Pvt. Ltd. at village Gaunspur, Ludhiana, Punjab – 141011",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640772172_615.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-29-153252-n39ts-ad4c9c897eb8247dfc9144d363e61e33.pdf,IBBI_Auctions
U24246GA1994PTC001542,MCPL Private Limited,"Ponda, Goa",31-12-2021,29-12-2021,69000000.0,5000000.0,"Land & Building, and Plant & Machinery, also as a Going Concern",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640784600_616.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/6f6af8a3d5bb9216580d76d2b5f668da.pdf,IBBI_Auctions
L45202MH1976PLC019135,Petron Engineering Construction Limited,"Within the premises of “NTPC Limited, Post: Kudgi, District: Bijapur, Karnataka - 586121",17-01-2022,06-01-2022,1920763.0,192075.0,"Plant, Machineries & Equipments (Assets) of the Corporate Debtor located within the premises of “NTPC Limited, Post: Kudgi, District: Bijapur, Karnataka - 586121",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640673681_602.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/ea1dd6ea95120eda070b97518a2e8418.pdf,IBBI_Auctions
U74899DL1995PLC072757,J.V. STRIPS LIMITED,"CS-14, Ansal Plaza, Vaishali, Ghaziabad, Uttar Pradesh, 201010",01-01-2022,31-12-2021,4693490.0,234675.0,"Fully paid-up 29,49,000 equity shares of Face Value Rs. 10 each of Upaj Buildcon Private Limited bearing CIN: U45201DL2004PTC129945 having its registered office at Plot No. 1B1, Twin District Centre, Kings Mall, Sector-10, Rohini, North Delhi, Delhi – 110085",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640675721_603.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/622684e73f67b39c5fb9fde43b1dcfdb.pdf,IBBI_Auctions
L99999MH1997PLC107153,Unity Infraprojects Limited,Mumbai and Others,13-01-2022,10-01-2022,3567386.0,356739.0,Vehicles,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640685184_604.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/507dc5c1e71b685adc42b7c557a342a5.pdf,IBBI_Auctions
U15339WB1994PLC064082,AMRIT FEEDS LTD,"Hajipur, Panagarh, Rangia, Mirzapur",17-01-2022,15-01-2022,463500000.0,46350000.0,Land and Building and Plant and Machinery on a going concern basis,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640586654_599.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/50f26f6e32ee6c34bd4e057dd1915a36.pdf,IBBI_Auctions
U45201MH2007PTC173700,Kamla Real Estate Hub Private Limited,"Bldg Name-‘Kamla Spaces’ Junction of S.V Road & V.M Bhargav Road, CTS No G-52 to G-55, Village – Bandra(G), Santacruz – (West), Mumbai 400 054.",11-01-2022,07-01-2022,19125000.0,5000000.0,"Shop No 8, on the Ground floor with a cut out in the ceiling leading to Showroom no 11 on the First Floor and Showrooms No 5 to 10 and 12 to 17 on the First Floor physical Carpet Area 8,290.67 sq ft. As per approved plans carpet area 6087.68. Building with no OC. However, the Hon’ble Bombay High Court vide its Order dated 11.03.2020 has given liberty to the Kamla Space CHS Ltd. to apply for fresh occupation certificate and regularization of the unauthorized constructions. Liquidator’s rights protected. Regularisation cost to be borne by buyer with respect to this property.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640587453_600.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/17a913333c42af5c30a19f4e1c900d72.pdf,IBBI_Auctions
U26941GJ2002PLC041142,CITY TILES LIMITED,"S. No. 445 & 451 of Dalpur, Ta- Prantij, Dist- Sabarkantha, Gujarat admeasuring 87,560 sq. mtr.",06-01-2022,03-01-2022,180500000.0,18050000.0,Land and Building,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640614358_601.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/4081a364b00973a1c4b37e501ac43846.pdf,IBBI_Auctions
U45209AP2010PTC070675,ISR Infra Private Limited,"Lot No. 1 Property No: 1 Industrial cum residential land, building and sheds under GVMC limit in an extent of 2844 square yards along with 3825 square feet ACC shed covered by Sy.No:159/1, 115/2 & 3 of D.No: 5-53, Sy.No: 159/1, 115/2 & 3, Patta No: 228, 288, 233, 197, 49, 230, 235, 37, 27,52 & 13, Marikavalasa, Paradesipalem Village, Madhurawada Sub-registry, Visakhapatnam - bounded by North: Rasta (Land in Sy.No:117), South: Land belongs to H. Bhaskar Rao, East: 40’ wide road and West: Site belongs to Syed Mansur Property No: 2 Industrial cum residential vacant land, under GVMC limit in an extent of 3059 square yards, covered by D. No: 5-53, Sy. No: 159/1, 115/2 & 3, Patta No: 228, 288, 233, 197, 49, 230, 235, 37, 27,52 & 13, Marikavalasa, Paradesipalem Village, Madhurawada Sub-registry, Visakhapatnam - bounded by North: Rasta (Land in Sy.No:117), South: Land belongs to H. Bhaskar Rao, East: Site belongs to Smt. Asila Begum, and West: Gedda. Lot No. 2 Property No: 1 Industrial cum residential vacant land, in an extent of 6146.80 square yards, covered by Sy. No: 141/3A, Ward No: 8, Southern Road to Gidijala, Near D.No: 8-110 of Kothavalasa Panchatat, Kothavalasa Registry, Vijayanagaram District - bounded by North: Kothavalasa to Vijayanagaram Road leads from Gidijala, South: Land belongs to Gorapally family, East: Veerasagaram Gedda, and West: Dry Land in Sy.No: 141/2A. Property No: 2 Industrial cum residential vacant land, in an extent of 7744 square yards, covered by Sy. No: 141/1A, Ward No: 8, Dadas up to ZP High School Near D. No: 8-110 of Kothavalasa Panchayat, Kothavalasa Sub-Registry, Vijayanagaram District - bounded by North: Kothavalasa to Vijayanagaram Road leads from Gidijala, Copyright © 2021 South: Dry Land belongs to Gorapally family, East: Dry Land in Sy.No: 141/2A. Veerasagaram Gedda, and West: Kothavalasa to Vijayanagaram Road.",25-01-2022,22-01-2022,295000000.0,29500000.0,Land and Buildings,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640508464_598.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/760453dd9f59dec13b38fa5e68575ce8.pdf,IBBI_Auctions
L74899DL1994PLC063585,Woolways (India) Limited,"Ludhiana, Punjab.",12-01-2022,10-01-2022,8774640.0,877465.0,"Freehold Land, Rights in Leasehold Land, Plant & Machinery and Misc. Assets.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640409606_596.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/c384a8e87afb0c4c01c184359317d738.pdf,IBBI_Auctions
U50403DL2015PTC343634,UM LOHIA TWO WHEELERS PRIVATE LIMITED,Kashipur (Uttrakhand),31-12-2021,31-12-2021,3227290.0,300000.0,Inventory (Assorted),https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640410293_597.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/1d5435b85d48e961bfb6ed118e6b2bf6.pdf,IBBI_Auctions
U70102PN2009PTC134437,KALE INFRA PROJECTS PRIVATE LIMITED,BARAMATI,30-12-2021,28-12-2021,1050000.0,263000.0,"Furniture & Fixture, Construction and Office Equipment’s",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640319619_581.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/69681fbfee20766e021c16c2596e6fe7.pdf,IBBI_Auctions
U40108TG2002PTC038381,VARAM BIOENERGY PRIVATE LIMITED,"Plot No. A/20 & A/20P in Bhandara Industrial Area, Rajegoan & Chikhli Hamesha Village, Bhandara District",13-01-2022,07-01-2022,84000000.0,8400000.0,"1. 10 MW Bio-mass power plant including all machinery, buildings and associated power distribution structures owned by the company 2. Leasehold land from MIDC(Lease Period 95 years from 01.06.2004) of around 30 Acres (1,19,745 Sq. Mtrs.)",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640327811_582.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/df2f7a4ecbb14d0fde7154a83f8e3855.pdf,IBBI_Auctions
U31900GJ2009PLC058249,MAKTEL POWER LIMITED,"1.Waghodia Industrial Estate , GIDC , Vadodara 2.1st Floor, Central Building , Tower A , Avishkar Complex, Old Padra Road, Vadodara 3.5th Floor , Mayfair Atrium , Opp DPS School, Vadsar Road, Vadodara. 4.5th Floor , Mayfair Atrium , Opp DPS School, Vadsar Road, Vadodara.",08-01-2022,06-01-2022,38350000.0,3835000.0,"1.LAND-PLOT NO 658, Area of Plot (in Sq.Mtrs)-1846 BUILDING AT PLOT NO 658, Area of Plot (in Sq.Mtrs)- RCC – 147 Sq Ft, MS Shed – 6714 Sq Ft 2.Office -1 Super Builtup Area of Plot (in Sq.Ft)- 2250 & Area of Plot (in Sq.Mtrs)- 209.03 3.Office No-503, Part -A Part A – Builtup Area of Plot (in Sq.Ft)- 1385 & Area of Plot (in Sq.Mtrs)- 128.72 4.Office No-503, Part -B Part B – Builtup Area of Plot (in Sq.Ft)- 925 & Area of Plot (in Sq.Mtrs)- 85.93",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640331989_583.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/a8df6ed5c7793aaf67dd5fcfe0a0c1b3.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,"Rajnandgaon -Chhattisgarh,",07-01-2022,05-01-2022,1400000000.0,140000000.0,All the Immovable and Moveable Assets of the Corporate Debtor located at Chhattisgarh Only,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640344337_584.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Rajnandgaon-Chhattisgarh,07-01-2022,05-01-2022,1300000000.0,130000000.0,All the Movable Assets of the Corporate Debtor located at Chhattisgarh Only,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640344558_585.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-164436-mzd8f-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Rajnandgaon-Chhattisgarh,07-01-2022,05-01-2022,1170000000.0,117000000.0,Movable Assets of the Corporate Debtor located at Chhattisgarh excluding 175 Solar Module Manufacturing Unit,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640344789_587.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-164809-gdmoh-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Rajnandgaon-Chhattisgarh,07-01-2022,05-01-2022,135000000.0,13500000.0,Only Movable Assets of 175 MW Solar Module Manufacturing Unit located at Chhattisgarh,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640345038_588.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-165252-39lkm-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,"Pullanayakanpatti, Dist. Ramnathapuram, Tamil Nadu",07-01-2022,05-01-2022,27000000.0,2700000.0,"Land Parcel at Pullanayakanpatti, Dist. Ramnathapuram, Tamil Nadu",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640345251_589.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-165625-byucw-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Rajnandgaon-Chhattisgarh,07-01-2022,05-01-2022,1100000.0,110000.0,"All Vehicles of the Corporate Debtor (2 Buses, 2 Boleros, 1 Ambulance and 1 Motocycle)",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640345849_590.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-170539-b7rwg-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Rajnandgaon-Chhattisgarh,07-01-2022,05-01-2022,500000.0,50000.0,Vehicles -Two Buses,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640346043_591.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-171006-nzbm4-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Rajnandgaon-Chhattisgarh,07-01-2022,05-01-2022,500000.0,50000.0,Vehicles- Two Boleros,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640346252_592.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-171341-3ipmd-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Rajnandgaon-Chhattisgarh,07-01-2022,05-01-2022,100000.0,10000.0,Vehicles - Ambulance,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640346433_593.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-171619-e8rdz-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Rajnandgaon-Chhattisgarh,07-01-2022,05-01-2022,20000.0,2000.0,Vehicles- Motorcycle,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640346643_594.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-171956-lshw4-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U74900TG2008PTC060157,LANCO SOLAR PRIVATE LIMITED,Not Applicable,07-01-2022,05-01-2022,90000.0,9000.0,Investment in Wholly Owned Subsidiary,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640346899_595.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-24-172246-rdyf5-6a94c9c2fb27800ed4d2d310875059f4.pdf,IBBI_Auctions
U62100KL2012PTC032533,SEABIRD SEAPLANE PRIVATE LIMITED,"COCHIN INTERNATIONAL AIRPORT LIMITED ,COCHIN,KERALA",10-01-2022,07-01-2022,30000000.0,3000000.0,SEAPLANE QUEST KODIAK MODEL 100-10 SEATER AIRCRAFT,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640236342_570.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/3dd45d0a98cce359e0682400d17d3b0b.pdf,IBBI_Auctions
U90001TG2006PTC049749,SMAAT INDIA PRIVATE LIMITED,Hyderabad,23-12-2021,23-12-2021,43400000.0,10800000.0,stock and land and buildings,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640237016_571.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/961e46f947215c549aa047bc8c067139.pdf,IBBI_Auctions
U99999AP1986PLC006402,LINERS INDIA LIMITED,vijayawada,23-12-2021,23-12-2021,219500000.0,21950000.0,land and buildings,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640238129_572.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/459382fa5a305994d591eda7409d137f.pdf,IBBI_Auctions
U27109WB1996PLC080314,M/s Nippon Alloy Limited,,11-01-2022,08-01-2022,8858000.0,885000.0,"Receivable from Avoidance of Transactions, if any",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640240664_573.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/1d133a599fe3dd558d889d3f117f282a.pdf,IBBI_Auctions
U27109WB1996PLC080314,M/s Nippon Alloy Limited,Bangalaore,11-01-2022,08-01-2022,2217000.0,221000.0,"One Flat at Bangalore (Disputed) Residential flat bearing No. 703 Municipal No. 1555/209/3, 7th Floor, Freesia Block, Kodigehalli Village, Yelahanka, Hobli, Bangalore North Taluk",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640240997_574.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-23-115957-mjnxy-1d133a599fe3dd558d889d3f117f282a.pdf,IBBI_Auctions
U27109WB1996PLC080314,M/s Nippon Alloy Limited,,11-01-2022,08-01-2022,1477000.0,147000.0,"Sales of 4,00,000 Shares (unquoted) of Hari Equipment Pvt Ltd",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640241107_575.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-23-120147-ei5x1-1d133a599fe3dd558d889d3f117f282a.pdf,IBBI_Auctions
U27109WB1996PLC080314,M/s Nippon Alloy Limited,,11-01-2022,08-01-2022,218000.0,21000.0,Electricity Deposit,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640241233_576.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-23-120353-ylkz1-1d133a599fe3dd558d889d3f117f282a.pdf,IBBI_Auctions
L24232DL1992PLC227186,Surya Pharmaceutical Ltd,Chandigarh and Samba (Jammu & Kashmir),17-01-2022,14-01-2022,978300000.0,98000000.0,"Land & Building and Plant & Machinery, furniture and fixtures and other movable equipment",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640242372_577.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-23-122252-6tmil-30cc543a76a53d90e3c96ede242364eb.pdf,IBBI_Auctions
U74899DL1995PLC072757,J.V. STRIPS LIMITED,"CS-14, C floor, Ansal Plaza, Vaishali, Ghaziabad",27-12-2021,26-12-2021,5214989.0,260749.0,"Fully paid-up 29,49,000 Equity Shares held by the J. V. Strips Limited (under Liquidation) in the Upaj Buildcon Private Limited",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640245277_578.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/7d2544fd301d8820e2b37277a4e9abcc.pdf,IBBI_Auctions
U27203MH1972PTC015962,Phoenix Aluminium Products Private Limited,"Unit 19, F-II, Block Plot No.51, MIDC, Pimpri, Pune, Maharashtra",15-01-2022,08-01-2022,46500000.0,4650000.0,"1) Land and Building - Rs. 3,40,00,000/- 2) Plant & Machinery and Equipment - Rs.65,00,000/- 3) Dies and Fixtures - Rs. 60,00,000/- 4) Total Value Rs. 4,65,00,000/-",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640252219_579.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/f2963d91fd7a712008c3efe03e0a595c.pdf,IBBI_Auctions
U15142MH2015PTC270812,Gajanan Oil Pvt Ltd,Trade receivables,30-12-2021,29-12-2021,100000000.0,10000000.0,Debtors of the Company,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640257326_580.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/0aa3d3e8b9b103b0982745b14efed53d.pdf,IBBI_Auctions
U31908TG2007PLC058993,ATHENA CHHATTISGARH POWER LIMITED,"Janjgir-Champa Distraict, Chhattisgarh",24-01-2022,22-01-2022,10145800000.0,250000000.0,Sale of corporate debtor as a going concern in its totality (Under Regulation 32(e) of Liquidation Regulations),https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640152811_557.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/81e03cd301c672a1ecad9f6af902f487.pdf,IBBI_Auctions
L32109MH1970PLC014509,UB ENGINEERING LIMITED,"Chiplun, Maharashtra",29-12-2021,29-12-2021,17130000.0,2000000.0,"LAND & BUNGLOWS AT CHIPLUN, MAHARASHTRA: Land & Bunglows (29 Nos) Built-up Area approx 1858.54 Sq Mtrs. Land Area: Approx 6.25 Acre",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640153603_559.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/07dab0e6b081fcc16489f4dcc646a948.pdf,IBBI_Auctions
L32109MH1970PLC014509,UB ENGINEERING LIMITED,"Pune, Maharashtra",29-12-2021,29-12-2021,83280000.0,9000000.0,"Office premises at Pune, Maharashtra Property bearing CTS No. 2049, 2044, 2183, Survey No. 26, Plot No. 7 & 13, TPS III, Sahyadri Sadan, Condominimum Office, Office Unit 2, 5, 7 and 8, Tilak Road, Sadashiv Peth, Taluka Haveli, Dist. Pune – 411 030. Office area 12369.17 Sq. ft. Carpet",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640153572_560.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-22-114242-q1ygc-07dab0e6b081fcc16489f4dcc646a948.pdf,IBBI_Auctions
U51223KA1997PTC021995,BLUEWATER FOODS AND EXPORTS PRIVATE LIMITED,"Belapu Village Panchayat, Udupi Taluk, Udupi District, Karnataka",19-01-2022,18-01-2022,124864000.0,12486000.0,"Land to the extent of 5 Acres 85 cents in the Sy No’s. 96-2, 96-3B2, 141-2B2,",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640155980_561.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/329efb56ae818daf1eaa0df0c1dd6dc2.pdf,IBBI_Auctions
U21012PB2007PLC031416,Saber Papers Limited,"Una, Himachal Pradesh",06-01-2022,04-01-2022,29186000.0,2918000.0,"Building (including structure and sheds) of Saber Papers Ltd. at village at Gondpur Jaichand, Tehsil Haroli, Una, Himachal Pradesh.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640156280_563.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/15c34ec193c756a184fa792618ccd401.pdf,IBBI_Auctions
U21012PB2007PLC031416,Saber Papers Limited,"Ludhiana, Punjab",06-01-2022,04-01-2022,8967000.0,896000.0,"Land at village Hambran, Ludhiana, Punjab covered by registered Title Deed: Deed No. Extent of Land 8285 4 Kanal and 0 Marla 8380 10 Kanal and 19 Marla 8381 10 Kanal and 14-1/2 Marla TOTAL 25 Kanal and 13.5 Marla",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640156392_564.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2021-12-22-122952-hujsk-15c34ec193c756a184fa792618ccd401.pdf,IBBI_Auctions
U17120MH1990PTC057006,DEX-VIN POLYMERS PRIVATE LIMITED,"1. FORT , MUMBAI 2. Tarapur, MIDA, BOISAR 3. CHIKHLOLI, AMBERNATH 4. Sp Talange Indutarial Estate, Midc, 5. (a) Kandivali, Mumbai (b) Tarapur, MIDA, BOISAR",29-12-2021,25-12-2021,72894097.0,7287600.0,"1. COMMERCIAL OFFICE 2. Land/Site And Factory Building & Plant & Machinary 3. MIDC LAND 4. Industrial Gala Forest Naka, Ambernath 5. (a) Renault Scala- CAR (b) Tata Tempo 709",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640160097_566.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/26128a6927dbcfb608157b46e71e1d3c.pdf,IBBI_Auctions
L36910GJ1985PLC015915,WINSOME DIAMONDS AND JEWELLERY LIMITED,"Kolkata, Mumbai and Surat",07-01-2022,29-12-2021,116804000.0,11680400.0,Immovable and Movable,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640163584_567.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/0273a970907af28b7dcc995185bb3e56.pdf,IBBI_Auctions
U72900TN2001PTC047205,Noni Bio-Tech Pvt Ltd,"Land & Factory Building: Comprised in SF Nos.1,4 &11/1, Palliagaram Village, Madhuranthagam Taluk, Kancheepuram District & Comprised in Old SF No.226/2A and New SF.Nos. 226/2A2, Kilakkadi Village, Uthiramerur Taluk, Kancheepuram District (18.05 Acre)",10-01-2022,07-01-2022,60930000.0,6093000.0,Land Parcel measuring 18.05 acres and buildings,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640170005_568.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/026582f432130a77dda114e697e13c52.pdf,IBBI_Auctions
U52599TN1997PTC037547,Coastal Energy Private Limited,"Mumbai and Surat, India",12-01-2022,10-01-2022,99050000.0,9870000.0,Land and Building (Commercial Complex),https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640170908_569.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/22f594d0ddb41875825fc6e239125f47.pdf,IBBI_Auctions
L21029PY1991PLC000730,KARUR K.C.P PACKKAGINGS LIMITED,"Two Factory Sites - One at Mayanoor - Karur Pollachi - Marchinaikenpalayam, Ambarampalayam",12-01-2022,10-01-2022,2000000000.0,200000000.0,Corporate Debtor as a Going Concern,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1640094761_551.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/1929b2eb0f42a6c7ea7ff75b2356b395.pdf,IBBI_Auctions
